row, lat0, lon0, lat1, lon1, lat2, lon2, lat3, lon3, sil_score
row, lat0, lon0, lat1, lon1, lat2, lon2, lat3, lon3, sil_score
4187, 1.40625, 345.9375,1.40625, 348.75,4.21875, 345.9375,4.21875, 348.75, -0.08668206839068629
4188, 1.40625, 348.75,1.40625, 351.5625,4.21875, 348.75,4.21875, 351.5625, -0.08672569023369107
4189, 1.40625, 351.5625,1.40625, 354.375,4.21875, 351.5625,4.21875, 354.375, -0.08674244671338338
4190, 1.40625, 354.375,1.40625, 357.1875,4.21875, 354.375,4.21875, 357.1875, -0.08673475259137227
4191, 4.21875, 0.0,4.21875, 2.8125,7.03125, 0.0,7.03125, 2.8125, -0.08199111620708838
4192, 4.21875, 2.8125,4.21875, 5.625,7.03125, 2.8125,7.03125, 5.625, -0.0814253942485452
4193, 4.21875, 5.625,4.21875, 8.4375,7.03125, 5.625,7.03125, 8.4375, -0.08082215574358996
4194, 4.21875, 8.4375,4.21875, 11.25,7.03125, 8.4375,7.03125, 11.25, -0.08018370088587785
4195, 4.21875, 11.25,4.21875, 14.0625,7.03125, 11.25,7.03125, 14.0625, -0.07946196598777606
4196, 4.21875, 14.0625,4.21875, 16.875,7.03125, 14.0625,7.03125, 16.875, -0.07876579408143024
4197, 4.21875, 16.875,4.21875, 19.6875,7.03125, 16.875,7.03125, 19.6875, -0.07812383081649611
4198, 4.21875, 19.6875,4.21875, 22.5,7.03125, 19.6875,7.03125, 22.5, -0.07753913758811105
4199, 4.21875, 22.5,4.21875, 25.3125,7.03125, 22.5,7.03125, 25.3125, -0.07720115078003154
4200, 4.21875, 25.3125,4.21875, 28.125,7.03125, 25.3125,7.03125, 28.125, -0.07691109826635752
4201, 4.21875, 28.125,4.21875, 30.9375,7.03125, 28.125,7.03125, 30.9375, -0.076661500047994
4202, 4.21875, 30.9375,4.21875, 33.75,7.03125, 30.9375,7.03125, 33.75, -0.0764292181943973
4203, 4.21875, 33.75,4.21875, 36.5625,7.03125, 33.75,7.03125, 36.5625, -0.07626221182082832
4204, 4.21875, 36.5625,4.21875, 39.375,7.03125, 36.5625,7.03125, 39.375, -0.07620869759936458
4205, 4.21875, 39.375,4.21875, 42.1875,7.03125, 39.375,7.03125, 42.1875, -0.07632606321378294
4206, 4.21875, 42.1875,4.21875, 45.0,7.03125, 42.1875,7.03125, 45.0, -0.0766946684398161
4207, 4.21875, 45.0,4.21875, 47.8125,7.03125, 45.0,7.03125, 47.8125, -0.07718067106838666
4208, 4.21875, 47.8125,4.21875, 50.625,7.03125, 47.8125,7.03125, 50.625, -0.07779519296559816
4209, 4.21875, 50.625,4.21875, 53.4375,7.03125, 50.625,7.03125, 53.4375, -0.07851690788265908
4210, 4.21875, 53.4375,4.21875, 56.25,7.03125, 53.4375,7.03125, 56.25, -0.07938083337669856
4211, 4.21875, 56.25,4.21875, 59.0625,7.03125, 56.25,7.03125, 59.0625, -0.0804278917908412
4212, 4.21875, 59.0625,4.21875, 61.875,7.03125, 59.0625,7.03125, 61.875, -0.08169971904295666
4213, 4.21875, 61.875,4.21875, 64.6875,7.03125, 61.875,7.03125, 64.6875, -0.08294691912352133
4214, 4.21875, 64.6875,4.21875, 67.5,7.03125, 64.6875,7.03125, 67.5, -0.08370959423602199
4215, 4.21875, 67.5,4.21875, 70.3125,7.03125, 67.5,7.03125, 70.3125, -0.08424837222743492
4216, 4.21875, 70.3125,4.21875, 73.125,7.03125, 70.3125,7.03125, 73.125, -0.08453404602930335
4217, 4.21875, 73.125,4.21875, 75.9375,7.03125, 73.125,7.03125, 75.9375, -0.08459334621795096
4218, 4.21875, 75.9375,4.21875, 78.75,7.03125, 75.9375,7.03125, 78.75, -0.08458700893434513
4219, 4.21875, 78.75,4.21875, 81.5625,7.03125, 78.75,7.03125, 81.5625, -0.08459352499448834
4220, 4.21875, 81.5625,4.21875, 84.375,7.03125, 81.5625,7.03125, 84.375, -0.08458918442258516
4221, 4.21875, 84.375,4.21875, 87.1875,7.03125, 84.375,7.03125, 87.1875, -0.08460061418877962
4222, 4.21875, 87.1875,4.21875, 90.0,7.03125, 87.1875,7.03125, 90.0, -0.08472473726703549
4223, 4.21875, 90.0,4.21875, 92.8125,7.03125, 90.0,7.03125, 92.8125, -0.0850210912770794
4224, 4.21875, 92.8125,4.21875, 95.625,7.03125, 92.8125,7.03125, 95.625, -0.08541874208697828
4225, 4.21875, 95.625,4.21875, 98.4375,7.03125, 95.625,7.03125, 98.4375, -0.08583077154218625
