one	two	three	four	Group	Cluster	mds-x	mds-y
continuous	continuous	continuous	continuous	discrete	C1 C2 C3 C4 C5	continuous	continuous
				class	meta	meta	meta
8.316602325439476	7.171653747558594	8.921796798706055	10.586820602416992	G1	C5	-17.711639358466982	-0.089393727805133
9.444729614257824	9.019272613525402	5.120345306396473	10.992192459106434	G1	C5	-17.156817768013013	-4.9541837131762065
-7.063740539550793	-1.757741546630882	-3.692739486694336	0.0583942413330191	G1	C3	6.098319840301687	5.430341689499312
-8.720506286621116	-6.692890930175793	-6.534063339233398	-7.727083969116222	G1	C1	14.748583817652502	2.574300964173734
-5.078606414794933	-3.936301422119129	-5.471450042724598	-6.133503341674782	G1	C3	10.454429278272414	0.07556942083518518
-2.6467857360839844	-1.3739601135254134	-4.472438430786156	-5.046692276000954	G1	C3	7.138874332379959	-1.7721927848601935
-0.7241653442382585	1.076081848144554	-1.3796127319336051	-1.7763332366943132	G1	C3	1.6973013946344029	-1.4490334780833414
3.635936737060547	6.449699401855469	1.0429824829101335	4.952759933471668	G1	C3	-7.725884572087224	-4.461633698421462
-7.617107391357422	-3.308193969726574	-3.0521293640136946	-1.5217041015624773	G1	C3	7.478771166713632	5.017595673129771
-7.564549255371105	-4.300617218017578	-3.3357345581054574	-5.552517700195324	G1	C3	10.282941358104384	3.5213696271828328
-8.268156814575207	-5.540673828125023	-9.797893905639626	-8.692868423461903	G1	C1	16.478333991216378	-0.1391334829028865
-11.881629943847656	-7.023728179931652	-10.778367233276356	-13.481816864013696	G1	C1	22.112271171560284	1.2583395343261476
-3.113109207153343	0.3222160339355469	-2.577450180053688	-4.695761489868175	G1	C3	5.55578051465945	-1.8922328686884453
3.6797119140625223	4.094989776611328	6.876662826538109	6.995206069946278	G1	C3	-11.101130989506673	1.9843643607253716
-5.483644104003929	-2.761991882324196	-2.020422744750988	-1.2849102020263672	G1	C3	5.549544977872588	3.59260969196234
-3.93440971374514	-1.1335418701171989	-1.7767509460448991	-1.4509346008300668	G1	C3	4.1556471037985725	1.934338426611214
-4.119901275634788	-1.07819061279298	-3.6575889587402335	-6.527174377441384	G1	C3	8.235718223369428	-1.7764727104944937
-1.9679843902587777	-1.3239685058593975	-7.267725753784191	-6.321859359741211	G1	C1	9.037841626010568	-4.172981412900566
-10.090616226196287	-9.642463684082031	-13.352832031249989	-12.320658111572245	G1	C1	22.94883507910279	-0.5297311349009349
-5.547098922729504	-5.1204986572265625	-5.139296340942394	-7.981790924072243	G1	C1	12.107606433788455	0.4492803153421938
5.558346176147438	6.632434082031239	6.401317596435547	5.479748535156261	G1	C3	-11.943977593519385	-1.7527903579335904
4.756933975219738	3.971189880371071	3.5073631286621207	7.01954917907716	G1	C3	-9.902655702384285	-1.0311861851730177
0.7608856201171648	0.1680580139160383	2.212428283691395	2.3849353790283203	G1	C3	-2.9995638512999774	1.4511962199499748
3.444004821777355	3.049205780029297	4.127876663207985	0.7222183227539176	G1	C3	-5.586542949239078	-2.195836897186022
4.167391204833962	5.103714752197277	7.664055252075173	7.055197143554665	G1	C3	-12.219558150743389	1.7762548590220701
4.361431884765636	2.9343498229980582	8.085606765747059	8.571505355834972	G1	C3	-12.531422749790377	3.274028612569663
5.457865142822243	3.177011871337868	8.115855789184593	8.831977844238281	G1	C3	-13.344144543613016	2.6877442514306322
4.036804962158215	2.5784553527831804	6.439477539062523	8.167792510986317	G1	C3	-11.139422931472955	2.889455209838432
4.409043121337902	3.142975616455089	4.824903106689476	7.991172790527344	G1	C3	-10.65745082511499	1.807604824094875
1.7134368896484489	0.8557792663574446	0.0136890411376953	3.579507064819325	G1	C3	-3.2627944467188112	-0.8236625552149638
-0.4125305175781477	-0.5754043579101449	-1.2081546783447266	0.4970657348632699	G1	C3	0.808643325562649	0.16908716177699556
-4.778103637695324	-3.649075317382824	-5.96185302734375	-3.5612800598144645	G1	C3	9.106243922196025	0.656299304370308
-6.313549804687511	-5.660498046874977	-5.905287933349598	-5.98938903808596	G1	C1	11.894286869601173	1.4352083297283633
-5.103649139404297	-3.754763793945301	-5.460049819946278	-5.321883392333973	G1	C3	9.929897846112713	0.34337955262161685
-2.46935577392577	-2.387610626220692	-5.101433181762673	-6.032064819335915	G1	C3	8.35661144014847	-2.169991535927678
-6.4528945922851335	-4.155509948730469	-3.207359313964844	-3.1306671142577898	G1	C3	8.244765673931639	3.415261278267464
-8.585877227783214	-7.434766387939476	-7.947232055664074	-5.869882583618164	G1	C1	14.79288148076616	3.0158792437225714
-6.156135559082031	-6.066104888916016	-7.469634628295921	-7.343539428710926	G1	C1	13.615832007608558	0.1999449042860255
-5.153441619873036	-3.216861724853516	-3.495076751709007	-3.311873626708973	G1	C3	7.525762445035339	1.880310800385233
-9.273912811279274	-6.694975280761696	-9.797982025146496	-7.3980575561523665	G1	C1	16.72518725710211	1.7691456305307829
-13.301441192626951	-12.023043823242176	-14.040303802490255	-13.763686370849598	G1	C2	26.586082293734485	1.8000015268709906
-14.53814239501952	-13.529976654052746	-16.619357681274437	-15.433594131469704	G1	C2	30.155128320913484	1.3244681300660015
-13.684415435791038	-12.156822204589844	-14.916009902954102	-14.209269714355456	G1	C2	27.551914230044865	1.5292171876598402
-10.4342216491699	-9.464714050292969	-12.781128311157204	-13.02716484069822	G1	C1	23.089895523347064	-0.29784298966494394
